streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
1010.csv,64.289,[21 72 83 69 87 73 76 73 54 75 56 36 47 50 60 86 59 66 85 62 81 42 80 75 66 79 71 64 44],Pensieve,movie,HEVC,phone,2
1011.csv,75.189,[50 78 90 100 92 72 60 93 42 78 84 87 53 83 60 86 72 67 87 25 98 100 78 86 53 69 71 81 65],Pensieve,movie,HEVC,phone,3
1012.csv,64.131,[20 87 82 76 95 72 50 60 56 65 71 36 36 43 81 76 71 35 58 64 38 96 50 89 70 56 67 57 59],Pensieve,movie,HEVC,phone,4
1013.csv,62.119,[62 60 85 72 83 74 53 78 50 42 73 53 54 46 57 78 81 55 67 33 63 69 86 73 85 63 72 34 50],Pensieve,movie,HEVC,phone,5
1014.csv,63.398,[15 76 78 57 90 59 70 73 66 65 73 64 47 57 68 85 50 74 63 72 67 39 89 58 76 67 66 42 74],Pensieve,movie,HEVC,phone,6
1015.csv,51.761,[1 27 72 73 87 38 32 23 34 65 61 62 63 45 73 74 48 85 46 69 82 42 36 25 69 42 38 47 64],Pensieve,movie,HEVC,phone,7
1016.csv,59.312,[46 65 64 69 80 63 50 61 50 80 31 50 73 16 30 77 91 62 59 61 32 78 91 50 21 66 57 51 78],Pensieve,movie,HEVC,phone,8
1017.csv,47.670,[35 77 55 47 96 65 36 14 35 40 32 56 42 38 55 64 73 66 75 35 76 100 66 24 65 41 47 30 75],Pensieve,movie,HEVC,phone,9
1018.csv,71.805,[70 86 74 80 50 68 65 76 80 80 77 75 80 80 73 45 100 86 63 82 85 73 80 65 50 85 67 76 65 73 50],Pensieve,movie,HEVC,uhdtv,1
1019.csv,65.268,[42 80 18 80 50 86 40 62 85 60 79 89 63 84 76 37 75 50 72 88 87 39 28 73 50 69 69 71 70 90 50],Pensieve,movie,HEVC,uhdtv,2
1020.csv,75.759,[80 82 100 85 91 85 80 82 80 85 76 96 84 71 62 76 90 87 75 87 80 40 87 87 25 47 72 68 50 100 65],Pensieve,movie,HEVC,uhdtv,3
1021.csv,68.908,[60 65 50 82 96 68 58 78 85 71 72 74 82 97 73 43 78 62 32 78 82 50 53 78 62 67 63 66 65 79 72],Pensieve,movie,HEVC,uhdtv,4
1022.csv,67.062,[60 83 100 77 36 70 68 65 75 60 30 88 62 84 58 38 76 60 40 80 64 57 88 79 61 89 50 73 75 84 50],Pensieve,movie,HEVC,uhdtv,5
1023.csv,69.762,[77 80 80 88 33 70 65 65 80 72 62 83 66 79 50 57 81 50 64 70 82 67 80 77 62 70 73 81 65 100 50],Pensieve,movie,HEVC,uhdtv,6
1024.csv,51.196,[33 78 77 73 25 25 60 25 70 50 34 45 80 50 64 50 50 40 73 50 79 80 42 33 70 50 50 8 30 72 37],Pensieve,movie,HEVC,uhdtv,7
1025.csv,56.077,[65 65 100 59 40 66 60 56 65 65 27 79 84 71 80 40 85 50 36 50 61 45 66 64 62 61 37 50 65 68 27],Pensieve,movie,HEVC,uhdtv,8
1026.csv,46.088,[58 58 84 41 60 72 57 51 75 30 15 71 33 30 60 46 91 40 25 44 73 74 61 38 31 35 38 11 45 72 27],Pensieve,movie,HEVC,uhdtv,9
1027.csv,63.157,[80 81 69 67 80 95 61 51 89 70 74 50 60 70 55 36 72 25 50 80 35 25 64 74 60 13 63 79 85 79 59 58],Pensieve,nature,HEVC,hdtv,1
1028.csv,75.141,[95 65 76 76 83 86 61 85 78 77 38 78 100 70 63 50 75 100 94 76 62 40 73 75 56 59 80 81 91 68 68 73],Pensieve,nature,HEVC,hdtv,2
1029.csv,78.217,[100 93 75 58 50 85 79 31 77 67 85 76 100 75 65 84 72 80 90 87 64 80 90 61 80 100 75 36 91 81 48 96],Pensieve,nature,HEVC,hdtv,3
1030.csv,68.972,[90 66 75 76 50 85 73 65 100 84 30 74 89 75 65 62 72 80 50 45 79 40 62 49 71 38 75 64 85 67 58 94],Pensieve,nature,HEVC,hdtv,4
1031.csv,65.941,[95 88 50 54 98 85 79 32 74 50 82 35 60 75 70 58 50 60 86 54 61 60 59 81 67 24 82 29 95 50 72 76],Pensieve,nature,HEVC,hdtv,5
1032.csv,68.494,[40 83 70 69 60 86 85 100 66 35 40 76 65 60 67 73 66 85 97 79 59 55 87 61 58 78 76 41 91 66 56 62],Pensieve,nature,HEVC,hdtv,6
1033.csv,50.210,[70 36 50 63 50 82 14 61 63 75 22 20 75 70 60 30 70 70 37 54 60 40 23 72 41 10 75 18 75 78 55 34],Pensieve,nature,HEVC,hdtv,7
1034.csv,55.517,[40 69 31 77 65 80 60 41 62 33 49 50 70 75 60 32 89 70 41 72 58 50 41 28 50 25 36 71 80 71 66 70],Pensieve,nature,HEVC,hdtv,8
1035.csv,49.558,[70 35 67 58 50 77 50 47 57 62 20 65 65 50 50 37 74 30 45 49 61 50 50 25 50 40 41 37 72 45 46 40],Pensieve,nature,HEVC,hdtv,9
1036.csv,64.476,[23 50 77 85 90 70 50 69 33 85 50 61 86 47 65 73 77 73 84 50 77 100 50 13 92 72 37 63 60],Pensieve,nature,HEVC,phone,1
1037.csv,77.205,[66 81 90 91 100 79 50 85 35 80 86 89 89 92 82 90 84 63 72 40 100 83 50 78 86 60 64 65 88],Pensieve,nature,HEVC,phone,2
1038.csv,72.224,[60 88 93 71 95 76 63 88 34 82 60 70 62 60 85 95 91 37 78 73 28 96 82 66 89 65 67 68 82],Pensieve,nature,HEVC,phone,3
1039.csv,64.057,[40 73 65 89 91 61 50 88 45 70 61 63 58 43 82 86 79 70 88 37 72 61 50 60 91 35 66 56 62],Pensieve,nature,HEVC,phone,4
1040.csv,67.023,[33 83 73 62 84 72 50 77 41 60 60 67 46 69 39 100 88 85 80 70 83 50 75 77 88 25 69 57 75],Pensieve,nature,HEVC,phone,5
1041.csv,68.620,[20 80 80 75 83 60 36 74 74 70 93 73 56 50 47 89 76 31 82 72 87 100 78 40 90 69 62 66 63],Pensieve,nature,HEVC,phone,6
1042.csv,56.685,[4 80 71 60 77 71 50 66 31 75 64 50 36 40 43 87 83 67 77 58 37 34 50 64 86 72 40 39 63],Pensieve,nature,HEVC,phone,7
1043.csv,61.278,[7 82 60 93 86 61 50 72 36 80 38 50 47 59 64 76 78 63 73 60 72 41 89 92 95 58 60 45 50],Pensieve,nature,HEVC,phone,8
1044.csv,54.267,[3 50 57 50 92 63 65 80 38 70 32 19 42 50 65 87 80 42 69 56 71 19 50 67 79 33 72 24 68],Pensieve,nature,HEVC,phone,9
1045.csv,71.599,[79 70 73 54 80 75 75 61 60 60 80 82 80 90 72 59 81 85 72 64 83 69 100 54 75 100 67 78 75 82 40],Pensieve,nature,HEVC,uhdtv,1
1046.csv,78.964,[78 80 100 86 90 77 70 66 85 50 34 86 70 97 80 62 84 99 71 78 74 72 88 99 36 88 63 84 60 100 70],Pensieve,nature,HEVC,uhdtv,2
1047.csv,76.828,[80 80 100 79 65 91 60 63 85 75 82 88 88 80 50 45 80 90 67 85 78 72 71 78 65 100 69 72 65 81 65],Pensieve,nature,HEVC,uhdtv,3
1048.csv,75.097,[71 85 82 88 100 77 60 73 80 67 95 87 88 92 83 84 64 95 75 80 91 66 88 50 62 44 35 71 60 78 50],Pensieve,nature,HEVC,uhdtv,4
1049.csv,76.367,[73 84 45 80 30 84 60 85 80 80 92 88 72 81 64 57 89 88 72 70 81 68 77 79 71 100 77 100 70 100 85],Pensieve,nature,HEVC,uhdtv,5
1050.csv,76.449,[59 67 73 75 75 63 80 70 70 70 74 88 81 98 72 38 72 90 95 83 94 60 89 73 79 93 36 67 75 88 70],Pensieve,nature,HEVC,uhdtv,6
1051.csv,61.703,[60 71 100 84 15 60 53 41 85 70 14 67 68 70 81 58 82 70 69 50 78 62 24 67 41 65 36 30 50 92 50],Pensieve,nature,HEVC,uhdtv,7
1052.csv,66.211,[26 69 4 81 31 83 40 53 90 45 34 75 77 79 93 40 85 87 50 68 84 71 88 55 65 72 74 86 60 100 50],Pensieve,nature,HEVC,uhdtv,8
1053.csv,62.114,[41 70 10 70 69 50 50 75 85 65 37 51 80 82 79 31 82 67 84 50 89 59 71 50 65 50 68 63 50 90 30],Pensieve,nature,HEVC,uhdtv,9
1054.csv,67.440,[85 67 74 74 70 72 85 77 66 61 44 60 74 75 70 82 62 70 90 66 50 40 58 70 70 21 85 58 85 42 55 80],Pensieve,sports,HEVC,hdtv,1
1055.csv,88.684,[100 100 61 100 89 91 95 100 100 64 62 86 85 80 88 100 83 100 95 83 100 80 100 100 100 84 97 73 96 50 61 94],Pensieve,sports,HEVC,hdtv,2
1056.csv,87.499,[100 67 50 95 85 92 68 100 92 85 86 75 70 90 82 86 90 100 97 93 59 80 90 81 100 80 91 84 99 83 75 100],Pensieve,sports,HEVC,hdtv,3
1057.csv,72.530,[100 99 78 62 86 87 50 84 81 84 51 39 39 50 70 71 89 80 85 64 68 65 98 71 78 28 92 42 91 29 68 81],Pensieve,sports,HEVC,hdtv,4
1058.csv,88.833,[100 97 100 50 100 95 97 99 98 99 95 86 70 90 95 92 88 100 89 50 70 80 93 84 100 85 92 83 100 85 81 91],Pensieve,sports,HEVC,hdtv,5
1059.csv,84.083,[100 99 75 89 97 94 65 100 100 77 100 97 64 50 100 70 100 100 92 100 73 80 89 76 100 26 87 89 97 68 50 99],Pensieve,sports,HEVC,hdtv,6
1060.csv,38.781,[50 33 50 65 40 50 50 4 42 26 7 10 40 50 50 63 20 20 71 38 38 60 50 51 45 16 40 12 75 50 26 65],Pensieve,sports,HEVC,hdtv,7
1061.csv,34.431,[20 15 31 37 42 76 4 17 50 37 81 10 59 40 45 24 43 50 44 43 13 30 50 23 38 7 45 16 64 50 61 58],Pensieve,sports,HEVC,hdtv,8
1062.csv,41.710,[50 39 64 30 20 66 17 2 43 35 6 50 31 65 60 39 29 50 50 47 28 45 50 56 50 20 38 22 83 50 66 81],Pensieve,sports,HEVC,hdtv,9
1063.csv,71.898,[65 81 90 71 100 83 66 69 75 80 50 55 57 50 61 90 66 45 67 59 85 64 84 93 74 76 60 24 96],Pensieve,sports,HEVC,phone,1
1064.csv,84.428,[80 100 88 82 100 97 50 89 80 85 75 83 90 92 91 100 95 90 83 65 71 74 92 83 90 76 39 90 100],Pensieve,sports,HEVC,phone,2
1065.csv,79.990,[85 66 85 97 99 100 50 97 71 100 76 77 63 83 84 100 74 94 78 80 64 50 90 62 100 77 61 67 82],Pensieve,sports,HEVC,phone,3
1066.csv,74.703,[70 98 93 75 100 98 50 81 57 85 77 79 74 58 97 90 80 83 83 72 75 58 89 80 65 36 43 45 72],Pensieve,sports,HEVC,phone,4
1067.csv,72.871,[59 100 88 98 100 80 62 72 67 75 77 79 54 60 74 90 65 82 56 47 36 60 67 81 77 73 45 62 73],Pensieve,sports,HEVC,phone,5
1068.csv,81.924,[75 91 93 92 100 100 65 83 82 90 70 74 93 91 85 100 91 87 85 67 91 69 96 88 91 66 70 75 67],Pensieve,sports,HEVC,phone,6
1069.csv,40.879,[18 50 60 33 91 28 30 59 31 50 47 57 42 30 39 79 57 77 39 30 26 43 50 79 39 39 34 44 33],Pensieve,sports,HEVC,phone,7
1070.csv,28.319,[1 50 34 50 89 66 36 22 32 30 41 16 35 7 28 65 54 8 29 25 30 50 50 30 50 17 22 27 22],Pensieve,sports,HEVC,phone,8
1071.csv,38.152,[1 42 64 50 88 50 20 50 36 40 41 9 34 20 42 43 47 74 61 40 69 24 50 21 69 43 14 54 24],Pensieve,sports,HEVC,phone,9
1072.csv,70.979,[80 77 94 80 65 73 75 58 85 47 34 82 72 86 75 71 83 50 50 85 73 50 69 78 62 80 76 69 75 83 60],Pensieve,sports,HEVC,uhdtv,1
1073.csv,90.279,[82 100 82 90 100 98 87 91 100 95 82 100 100 93 90 95 91 91 50 100 99 68 100 100 90 100 77 65 100 94 81],Pensieve,sports,HEVC,uhdtv,2
1074.csv,90.351,[68 84 100 97 71 100 85 100 100 95 79 98 100 90 100 87 72 100 69 100 95 50 100 100 71 90 68 99 90 100 100],Pensieve,sports,HEVC,uhdtv,3
1075.csv,77.572,[86 77 100 85 43 77 85 83 80 83 83 91 62 94 70 50 73 50 65 85 77 89 100 88 79 83 69 62 70 87 67],Pensieve,sports,HEVC,uhdtv,4
1076.csv,77.628,[82 85 100 83 85 89 68 77 80 87 95 90 100 50 63 61 88 60 50 70 70 61 86 87 38 92 66 65 90 83 90],Pensieve,sports,HEVC,uhdtv,5
1077.csv,86.841,[85 83 100 70 94 92 95 91 95 90 73 91 79 84 98 72 98 88 41 100 95 79 98 86 85 74 69 100 90 100 100],Pensieve,sports,HEVC,uhdtv,6
1078.csv,49.218,[72 65 1 60 40 44 65 53 60 25 8 55 64 60 50 26 57 50 26 50 56 32 32 60 44 60 65 30 70 76 50],Pensieve,sports,HEVC,uhdtv,7
1079.csv,41.319,[23 66 12 62 4 20 30 70 75 35 73 40 23 67 34 31 42 30 27 60 80 69 25 22 56 67 31 6 50 70 50],Pensieve,sports,HEVC,uhdtv,8
1080.csv,48.789,[61 70 1 64 39 25 30 39 70 18 28 55 35 60 73 50 33 35 34 65 77 70 50 25 50 80 38 50 60 73 65],Pensieve,sports,HEVC,uhdtv,9
1081.csv,83.581,[90 85 73 90 85 87 65 89 76 74 81 87 70 70 85 50 97 70 91 90 93 85 97 86 100 73 85 82 96 80 66 98],Rdos,document,H264,hdtv,1
1082.csv,86.702,[95 100 100 84 93 97 90 86 63 94 87 60 100 100 88 72 94 70 68 99 66 80 94 89 100 81 80 87 92 75 64 95],Rdos,document,H264,hdtv,2
1083.csv,81.355,[100 71 92 88 88 82 82 84 91 71 93 83 44 75 85 70 98 100 94 93 91 70 100 82 100 38 91 32 99 73 63 88],Rdos,document,H264,hdtv,3
1084.csv,81.533,[100 100 94 97 89 79 87 100 86 70 80 40 70 50 85 83 96 100 92 82 59 87 90 100 100 22 80 91 93 75 63 86],Rdos,document,H264,hdtv,4
1085.csv,82.662,[100 85 86 87 83 86 88 76 80 74 71 77 98 60 85 80 93 95 93 87 82 85 100 78 100 50 86 81 99 86 44 83],Rdos,document,H264,hdtv,5
1086.csv,83.088,[100 83 96 90 65 89 61 100 93 71 69 84 100 60 70 80 100 70 76 81 100 80 100 78 100 39 87 70 100 61 76 95],Rdos,document,H264,hdtv,6
1087.csv,63.729,[90 75 50 69 86 76 83 50 90 67 41 32 50 50 60 61 35 70 92 79 71 40 81 78 47 40 60 68 86 71 50 79],Rdos,document,H264,hdtv,7
1088.csv,70.684,[80 76 70 91 68 85 59 100 88 73 50 50 65 75 79 70 82 60 86 100 66 30 60 72 75 20 77 73 87 78 48 91],Rdos,document,H264,hdtv,8
1089.csv,59.543,[90 66 70 63 66 85 66 29 90 42 61 36 63 65 65 40 63 40 75 36 50 45 63 67 56 56 45 62 85 60 56 85],Rdos,document,H264,hdtv,9
1090.csv,80.134,[89 89 94 90 100 100 74 96 69 80 76 29 86 70 89 87 86 87 86 66 92 81 89 67 92 61 75 78 68],Rdos,document,H264,phone,1
1091.csv,79.991,[70 88 96 76 100 77 72 100 68 85 80 60 82 74 85 93 87 89 80 71 88 61 65 87 65 68 97 80 91],Rdos,document,H264,phone,2
1092.csv,80.848,[81 90 100 65 87 82 68 87 63 85 85 62 89 85 95 100 79 88 80 50 89 88 96 60 95 37 60 70 79],Rdos,document,H264,phone,3
1093.csv,77.843,[85 80 95 83 100 87 62 76 50 80 97 57 61 78 85 83 69 68 85 71 78 91 77 63 88 38 89 65 100],Rdos,document,H264,phone,4
1094.csv,74.865,[87 89 100 50 84 63 50 100 82 80 70 65 68 90 100 95 77 88 74 73 77 83 88 49 64 82 59 86 63],Rdos,document,H264,phone,5
1095.csv,82.720,[86 85 87 96 100 78 77 95 70 80 61 67 92 80 82 90 83 86 82 67 95 87 94 88 97 75 67 84 73],Rdos,document,H264,phone,6
1096.csv,61.844,[44 76 78 82 85 65 50 54 41 65 60 42 69 77 80 73 95 73 48 64 29 17 50 77 67 33 60 76 73],Rdos,document,H264,phone,7
1097.csv,73.712,[77 77 70 98 100 64 65 77 65 90 72 30 53 64 50 80 73 70 50 85 34 100 50 57 84 70 80 77 89],Rdos,document,H264,phone,8
1098.csv,67.788,[29 57 76 94 100 40 61 50 50 75 65 50 85 57 87 88 85 72 65 66 73 42 85 32 70 66 74 75 86],Rdos,document,H264,phone,9
1099.csv,81.843,[93 86 91 86 73 100 90 100 90 80 66 100 80 25 83 61 96 97 64 100 88 57 100 90 60 76 64 50 100 100 100],Rdos,document,H264,uhdtv,1
1100.csv,87.781,[91 93 89 97 35 96 88 100 50 40 99 100 100 89 91 79 100 100 50 100 84 63 87 100 82 97 74 50 100 100 100],Rdos,document,H264,uhdtv,2
1101.csv,85.479,[93 90 80 90 89 100 88 100 100 95 83 100 81 88 71 82 100 100 82 100 93 14 81 85 84 90 37 72 95 96 100],Rdos,document,H264,uhdtv,3
1102.csv,87.590,[95 90 99 81 100 98 80 100 40 80 90 98 73 94 79 94 100 100 77 96 89 75 100 100 82 85 74 50 100 100 100],Rdos,document,H264,uhdtv,4
1103.csv,87.904,[78 88 72 96 76 76 95 100 100 80 57 100 84 87 79 81 100 100 71 100 97 74 100 100 73 80 74 79 100 96 100],Rdos,document,H264,uhdtv,5
1104.csv,90.295,[92 82 94 90 95 100 97 97 100 90 67 97 91 83 77 81 100 99 100 89 89 70 98 90 70 87 73 100 100 86 99],Rdos,document,H264,uhdtv,6
1105.csv,71.145,[69 74 1 80 87 73 76 80 80 45 42 67 81 87 70 79 86 91 80 100 72 72 57 77 42 80 82 89 55 84 82],Rdos,document,H264,uhdtv,7
1106.csv,72.668,[78 87 44 80 75 80 75 83 30 80 89 83 19 92 65 71 88 40 50 86 78 59 100 60 66 62 67 50 60 91 90],Rdos,document,H264,uhdtv,8
1107.csv,63.101,[24 70 16 80 33 47 50 55 70 45 77 69 66 72 81 64 34 61 68 89 81 65 85 54 50 59 69 63 65 89 56],Rdos,document,H264,uhdtv,9
1108.csv,70.318,[90 88 69 65 39 70 84 71 69 60 63 85 75 70 77 73 62 50 84 43 80 45 85 80 70 31 67 79 88 77 48 96],Rdos,game,H264,hdtv,1
1109.csv,83.758,[100 94 76 96 88 89 84 100 91 93 91 74 65 75 65 82 100 100 89 72 100 85 86 96 100 34 84 40 100 59 79 96],Rdos,game,H264,hdtv,2
1110.csv,73.345,[95 81 82 67 50 88 65 69 79 78 29 82 61 50 70 81 90 70 69 75 99 70 90 87 80 32 73 73 99 81 67 86],Rdos,game,H264,hdtv,3
1111.csv,76.193,[90 67 75 90 67 91 63 75 87 69 70 83 91 70 78 61 69 50 77 65 98 65 98 56 89 95 73 62 90 88 38 77],Rdos,game,H264,hdtv,4
1112.csv,83.207,[94 71 81 66 93 86 88 89 86 89 97 85 39 50 89 63 98 80 95 87 84 85 93 85 100 41 84 36 99 68 57 90],Rdos,game,H264,hdtv,5
1113.csv,69.343,[95 59 50 47 50 89 81 100 76 74 46 47 85 50 85 68 63 85 71 70 67 65 76 60 75 21 86 29 94 71 48 78],Rdos,game,H264,hdtv,6
1114.csv,58.474,[72 91 50 43 83 75 50 87 74 41 26 68 50 65 60 57 79 35 80 42 87 60 58 72 54 35 61 28 81 33 38 75],Rdos,game,H264,hdtv,7
1115.csv,64.461,[75 37 79 70 87 67 73 25 35 60 41 62 44 75 60 65 98 60 84 72 77 45 74 76 74 38 88 42 75 69 41 86],Rdos,game,H264,hdtv,8
1116.csv,49.973,[61 50 64 50 36 83 38 40 97 81 4 36 64 40 60 61 10 75 89 46 79 15 40 50 46 23 54 13 88 72 42 50],Rdos,game,H264,hdtv,9
1117.csv,70.115,[76 66 81 64 100 69 30 50 48 70 86 73 93 66 54 82 82 56 76 63 81 100 50 100 90 36 43 92 81],Rdos,game,H264,phone,1
1118.csv,80.240,[70 87 88 88 93 80 84 90 71 70 75 73 95 74 100 100 96 75 81 77 92 92 95 71 100 72 63 76 75],Rdos,game,H264,phone,2
1119.csv,74.746,[77 85 93 75 100 50 50 76 58 80 70 81 92 50 88 99 81 73 71 62 71 100 84 67 96 60 66 64 69],Rdos,game,H264,phone,3
1120.csv,80.674,[78 84 92 95 100 84 50 71 65 85 62 94 88 79 100 100 87 71 76 68 93 100 93 50 94 67 74 78 65],Rdos,game,H264,phone,4
1121.csv,80.461,[74 96 91 82 98 75 84 89 69 91 87 82 90 91 100 100 76 73 68 64 82 93 75 83 83 76 73 57 74],Rdos,game,H264,phone,5
1122.csv,76.896,[76 93 90 95 100 74 60 82 72 100 76 61 92 74 77 83 81 77 69 71 93 81 28 50 87 67 64 64 82],Rdos,game,H264,phone,6
1123.csv,64.561,[36 77 88 58 88 82 31 29 47 60 71 79 84 63 68 82 74 87 63 66 86 100 82 73 68 39 40 52 82],Rdos,game,H264,phone,7
1124.csv,76.850,[45 85 95 79 88 70 65 72 57 87 56 73 92 82 100 100 36 85 77 72 93 100 92 83 69 79 66 75 74],Rdos,game,H264,phone,8
1125.csv,68.787,[50 72 70 58 85 68 50 43 42 86 68 76 93 68 59 92 90 58 76 65 85 39 78 73 79 24 56 66 93],Rdos,game,H264,phone,9
1126.csv,74.952,[87 89 92 90 20 60 72 47 90 75 87 80 83 88 71 61 85 90 40 80 67 50 86 75 73 70 59 50 100 88 88],Rdos,game,H264,uhdtv,1
1127.csv,90.693,[94 81 100 86 84 94 95 99 100 93 46 93 88 95 40 93 89 100 50 86 93 63 99 100 90 76 81 50 85 95 100],Rdos,game,H264,uhdtv,2
1128.csv,88.794,[92 83 88 92 99 100 92 100 100 97 93 100 69 91 81 58 90 100 76 71 100 71 100 100 75 81 71 66 95 96 94],Rdos,game,H264,uhdtv,3
1129.csv,77.742,[78 90 100 91 81 93 75 91 80 88 68 95 94 67 76 57 90 92 61 63 96 58 99 85 60 76 50 64 55 87 70],Rdos,game,H264,uhdtv,4
1130.csv,85.134,[93 90 85 88 100 84 83 67 100 100 77 96 81 90 79 74 100 100 86 87 89 68 84 100 63 73 66 72 85 100 85],Rdos,game,H264,uhdtv,5
1131.csv,88.037,[82 81 75 86 40 92 80 100 90 95 92 90 95 82 71 88 87 100 50 100 95 74 100 93 58 75 85 50 100 100 100],Rdos,game,H264,uhdtv,6
1132.csv,70.817,[86 76 46 80 65 78 60 79 75 80 83 77 85 78 47 62 69 60 75 83 94 74 89 55 62 71 66 89 50 82 50],Rdos,game,H264,uhdtv,7
1133.csv,71.089,[85 76 3 90 90 77 85 42 75 80 76 71 83 66 71 80 92 90 87 50 86 49 91 70 40 91 71 81 50 72 70],Rdos,game,H264,uhdtv,8
1134.csv,65.244,[82 80 99 85 30 57 58 47 85 83 86 79 86 57 64 30 78 50 50 86 90 55 81 45 34 50 74 67 65 67 25],Rdos,game,H264,uhdtv,9
1135.csv,74.174,[95 60 71 57 61 71 63 100 92 100 67 65 80 75 78 62 86 60 100 100 42 65 70 70 90 50 84 29 96 60 65 83],Rdos,movie,H264,hdtv,1
1136.csv,84.484,[100 68 100 97 67 90 77 100 100 100 67 91 100 70 80 69 95 90 94 97 70 75 95 76 100 35 75 65 98 50 71 99],Rdos,movie,H264,hdtv,2
1137.csv,86.125,[100 70 86 85 50 91 76 100 100 81 85 85 50 70 100 71 100 90 72 89 100 70 94 81 88 47 91 81 100 72 71 99],Rdos,movie,H264,hdtv,3
1138.csv,77.359,[90 81 76 63 62 74 60 77 74 89 82 80 60 70 98 41 84 70 94 73 100 65 92 67 78 72 75 84 87 73 64 94],Rdos,movie,H264,hdtv,4
1139.csv,87.150,[100 61 74 50 50 94 95 98 87 84 87 97 50 70 100 60 96 100 100 91 100 70 100 77 100 71 90 65 95 86 80 100],Rdos,movie,H264,hdtv,5
1140.csv,76.674,[90 70 81 66 50 91 50 93 97 62 78 84 71 70 75 64 76 80 81 70 70 70 80 50 78 86 81 58 90 68 79 80],Rdos,movie,H264,hdtv,6
1141.csv,70.321,[80 38 79 74 50 91 63 67 100 50 81 63 50 55 60 67 77 60 67 81 84 60 61 70 76 60 86 73 87 93 50 92],Rdos,movie,H264,hdtv,7
1142.csv,74.229,[95 84 84 72 42 85 61 100 96 80 84 20 72 80 85 67 81 80 93 55 71 65 77 50 75 28 86 85 86 68 84 91],Rdos,movie,H264,hdtv,8
1143.csv,66.930,[90 82 79 86 79 73 74 84 66 73 52 63 41 50 59 52 87 60 90 47 66 45 64 74 73 32 91 37 77 68 58 74],Rdos,movie,H264,hdtv,9
1144.csv,76.998,[97 100 91 61 91 57 40 89 47 65 75 71 88 78 59 97 80 70 67 60 75 97 66 83 75 74 60 74 95],Rdos,movie,H264,phone,1
1145.csv,81.292,[100 73 96 88 99 68 80 98 81 95 60 82 82 90 76 100 77 72 86 88 59 83 67 85 50 72 67 86 80],Rdos,movie,H264,phone,2
1146.csv,80.562,[63 96 94 94 93 89 63 73 63 75 75 72 95 70 87 100 91 86 83 64 89 86 87 34 98 65 37 63 67],Rdos,movie,H264,phone,3
1147.csv,78.205,[73 87 100 87 100 96 50 76 64 84 76 58 63 68 94 95 84 89 75 65 94 91 92 87 93 64 61 66 100],Rdos,movie,H264,phone,4
1148.csv,80.386,[85 94 98 100 100 87 60 76 67 85 71 79 87 70 80 100 88 89 78 29 86 80 80 85 89 74 83 71 77],Rdos,movie,H264,phone,5
1149.csv,75.453,[72 91 94 84 100 79 65 83 42 75 64 73 83 80 65 94 92 82 50 33 82 100 50 67 94 58 72 62 77],Rdos,movie,H264,phone,6
1150.csv,65.665,[44 72 90 88 86 61 50 72 47 85 43 46 93 54 64 96 95 65 72 58 73 92 84 41 66 50 42 59 71],Rdos,movie,H264,phone,7
1151.csv,76.696,[70 90 88 91 91 82 50 70 72 80 66 83 80 85 84 84 75 82 78 71 78 100 93 76 90 66 63 50 81],Rdos,movie,H264,phone,8
1152.csv,73.938,[48 75 86 89 86 61 50 81 66 80 68 82 84 58 70 93 92 78 73 58 94 89 91 83 98 38 63 53 73],Rdos,movie,H264,phone,9
1153.csv,78.619,[90 81 100 82 65 91 85 73 85 75 34 92 66 94 73 68 99 90 50 84 81 62 100 79 76 60 65 85 85 88 57],Rdos,movie,H264,uhdtv,1
1154.csv,82.135,[93 77 100 93 95 79 85 78 90 95 85 92 74 93 84 41 100 100 71 72 79 62 90 100 46 78 66 86 90 84 91],Rdos,movie,H264,uhdtv,2
1155.csv,84.459,[88 91 100 86 30 100 93 95 95 93 66 99 72 97 87 76 100 65 66 100 100 62 84 100 77 81 66 66 90 96 100],Rdos,movie,H264,uhdtv,3
1156.csv,85.546,[65 87 96 85 81 92 98 80 90 85 91 97 80 90 73 89 93 100 73 80 84 96 94 89 60 85 80 66 75 83 100],Rdos,movie,H264,uhdtv,4
1157.csv,85.540,[92 87 99 92 75 98 91 92 95 80 35 94 85 85 80 56 91 95 66 79 86 70 91 100 75 94 78 92 100 100 100],Rdos,movie,H264,uhdtv,5
1158.csv,81.317,[78 80 100 86 62 68 85 98 95 61 31 95 74 89 94 72 91 80 93 91 90 69 90 76 70 90 72 89 80 100 80],Rdos,movie,H264,uhdtv,6
1159.csv,71.389,[78 72 89 85 70 81 77 80 90 55 23 85 82 83 80 68 77 93 50 79 86 74 87 73 61 64 36 50 70 82 65],Rdos,movie,H264,uhdtv,7
1160.csv,82.384,[90 80 100 88 64 100 86 94 90 58 39 88 89 94 96 83 92 100 71 94 78 91 97 80 51 81 69 81 80 93 70],Rdos,movie,H264,uhdtv,8
1161.csv,78.266,[85 81 92 85 91 80 87 61 85 86 85 82 81 96 69 60 97 80 72 82 82 78 75 79 60 30 71 89 65 100 81],Rdos,movie,H264,uhdtv,9
1162.csv,81.030,[95 89 76 69 87 88 78 100 87 71 86 75 67 75 75 83 94 80 67 79 61 75 90 77 94 94 85 73 90 74 60 89],Rdos,nature,H264,hdtv,1
